country,country_code,date,download_kbps,upload_kbps,total_tests,distance_miles
"India","IN","2012-09-25",2489.71,1536.32,3122201,139.954
"India","IN","2012-09-26",2497,1539.55,3118009,139.58
"India","IN","2012-09-27",2504.82,1542.01,3114914,139.177
"India","IN","2012-09-28",2507.68,1541.7,3109544,138.888
"India","IN","2012-09-29",2501.64,1534.63,3098803,138.58
"India","IN","2012-09-30",2505.19,1537.56,3071650,138.631
"India","IN","2012-10-01",2516.02,1543.18,3077236,138.786
"India","IN","2012-10-02",2519.01,1545.91,3090055,138.875
"India","IN","2012-10-03",2522.99,1547.51,3092004,139.225
"India","IN","2012-10-04",2527.23,1548.63,3090293,139.542
"India","IN","2012-10-05",2526.76,1547.99,3086600,139.753
"India","IN","2012-10-06",2516.32,1541.14,3083257,139.932
"India","IN","2012-10-07",2517.11,1541.51,3060801,139.953
"India","IN","2012-10-08",2538.22,1554.78,3063118,140.48
"India","IN","2012-10-09",2551.33,1563.72,3090032,140.93
"India","IN","2012-10-10",2556.34,1566.88,3097834,141.187
"India","IN","2012-10-11",2564.94,1573.53,3095604,141.222
"India","IN","2012-10-12",2570.3,1576.86,3090208,141.105
"India","IN","2012-10-13",2564.91,1574.27,3086145,140.861
"India","IN","2012-10-14",2563.96,1574.89,3059327,140.636
"India","IN","2012-10-15",2583.04,1589.42,3054497,140.736
"India","IN","2012-10-16",2598.85,1599.33,3075928,140.791
"India","IN","2012-10-17",2604.74,1601.35,3082747,141.255
"India","IN","2012-10-18",2614.25,1606.26,3088944,141.255
"India","IN","2012-10-19",2622.25,1610.79,3100866,141.313
"India","IN","2012-10-20",2614.94,1605.05,3098151,141.536
"India","IN","2012-10-21",2610.45,1601.03,3076239,141.65
"India","IN","2012-10-22",2622.18,1607.86,3071732,141.892
"India","IN","2012-10-23",2623.81,1608.15,3085006,142.045
"India","IN","2012-10-24",2618.61,1604.27,3064254,142.121
"India","IN","2012-10-25",2612.83,1601.2,3062769,142.068
"India","IN","2012-10-26",2605.74,1594.41,3066156,142.427
"India","IN","2012-10-27",2592.33,1583.75,3057089,142.819
"India","IN","2012-10-28",2588.15,1580.54,3034542,143.107
"India","IN","2012-10-29",2600.2,1590.1,3038744,143.624
"India","IN","2012-10-30",2608.85,1596.56,3057203,143.911
"India","IN","2012-10-31",2618.58,1607.63,3053650,143.942
"India","IN","2012-11-01",2622.7,1612.9,3079766,143.914
"India","IN","2012-11-02",2619.59,1614.51,3085830,143.534
"India","IN","2012-11-03",2608.88,1609.63,3088793,143.159
"India","IN","2012-11-04",2608.63,1610.78,3073907,142.864
"India","IN","2012-11-05",2624.02,1622.92,3075005,142.611
"India","IN","2012-11-06",2628.31,1629.78,3100063,142.48
"India","IN","2012-11-07",2626.12,1633.85,3101919,141.997
"India","IN","2012-11-08",2624.22,1635.07,3096633,141.51
"India","IN","2012-11-09",2618.88,1635.22,3085490,141.61
"India","IN","2012-11-10",2604.5,1627.54,3065679,141.49
"India","IN","2012-11-11",2598.24,1626.56,3029934,141.516
"India","IN","2012-11-12",2598.87,1629.24,3003229,141.718
"India","IN","2012-11-13",2599.62,1631.47,2979496,141.925
"India","IN","2012-11-14",2591.03,1628.92,2954947,141.959
"India","IN","2012-11-15",2584.59,1630.42,2937675,142.053
"India","IN","2012-11-16",2575.1,1632.09,2930736,141.521
"India","IN","2012-11-17",2564.93,1636.91,2918035,141.635
"India","IN","2012-11-18",2565.17,1648.1,2890539,141.627
"India","IN","2012-11-19",2583.31,1672.39,2887504,141.303
"India","IN","2012-11-20",2598.98,1691.93,2906359,141.074
"India","IN","2012-11-21",2603.06,1704.57,2909801,140.993
"India","IN","2012-11-22",2609.58,1717.2,2919427,140.784
"India","IN","2012-11-23",2613.47,1726.12,2940251,140.653
"India","IN","2012-11-24",2605.29,1729.09,2928574,140.424
"India","IN","2012-11-25",2605.86,1738.17,2903497,140.126
"India","IN","2012-11-26",2621.22,1757.16,2912862,139.768
"India","IN","2012-11-27",2623.37,1765.45,2935761,139.572
"India","IN","2012-11-28",2621.92,1771.39,2931904,139.21
"India","IN","2012-11-29",2620.32,1775.66,2922352,138.852
"India","IN","2012-11-30",2618.54,1783.99,2920843,138.72
"India","IN","2012-12-01",2618.2,1793.06,2906905,138.669
"India","IN","2012-12-02",2619.03,1801.51,2876059,138.687
"India","IN","2012-12-03",2639.05,1826,2875638,138.846
"India","IN","2012-12-04",2645.67,1838.07,2889133,139.011
"India","IN","2012-12-05",2653.94,1851.03,2888717,139.547
"India","IN","2012-12-06",2660.49,1859.69,2887187,139.651
"India","IN","2012-12-07",2657.94,1859.79,2887167,139.767
"India","IN","2012-12-08",2650.56,1857.83,2877787,139.825
"India","IN","2012-12-09",2652.75,1865.02,2853601,139.493
"India","IN","2012-12-10",2660.81,1876.68,2876144,139.555
"India","IN","2012-12-11",2663.99,1883.41,2918547,139.637
"India","IN","2012-12-12",2669.87,1901.39,2956721,139.715
"India","IN","2012-12-13",2672.45,1909.7,3013924,139.568
"India","IN","2012-12-14",2672.01,1912.07,3047680,139.431
"India","IN","2012-12-15",2661.54,1906.07,3060566,139.256
"India","IN","2012-12-16",2658.24,1904.81,3043185,139.151
"India","IN","2012-12-17",2661.52,1904.56,3054494,138.963
"India","IN","2012-12-18",2658.16,1896.61,3086858,138.828
"India","IN","2012-12-19",2649.22,1886.26,3096988,138.8
"India","IN","2012-12-20",2640.93,1878.19,3103102,138.774
"India","IN","2012-12-21",2633.11,1870,3105315,138.429
"India","IN","2012-12-22",2624.57,1862.98,3101548,138.175
"India","IN","2012-12-23",2618.47,1858.64,3081009,137.978
"India","IN","2012-12-24",2619.77,1857.47,3086797,137.875
"India","IN","2012-12-25",2616.14,1854.38,3096309,137.635
"India","IN","2012-12-26",2609.2,1848.82,3099152,137.476
"India","IN","2012-12-27",2609.16,1848.19,3101415,137.28
"India","IN","2012-12-28",2603.01,1844.07,3106410,137.318
"India","IN","2012-12-29",2592.97,1838.6,3098459,137.485
"India","IN","2012-12-30",2582.69,1826.74,3065628,137.409
"India","IN","2012-12-31",2583.72,1826.1,3047747,137.264
"India","IN","2013-01-01",2584,1825.42,3060326,137.109
"India","IN","2013-01-02",2579.04,1821.27,3057615,136.79
"India","IN","2013-01-03",2576.49,1821.4,3062976,136.497
"India","IN","2013-01-04",2566.04,1813.97,3068841,135.691
"India","IN","2013-01-05",2552.54,1804.56,3064596,135.28
"India","IN","2013-01-06",2550.86,1807.51,3035762,134.946
"India","IN","2013-01-07",2561.56,1818.47,3040709,134.55
"India","IN","2013-01-08",2568.28,1823.02,3067974,133.803
"India","IN","2013-01-09",2573.68,1826.63,3067060,133.076
"India","IN","2013-01-10",2576.98,1827.21,3065984,132.307
"India","IN","2013-01-11",2574.67,1813.95,3058808,131.355
"India","IN","2013-01-12",2566.04,1799.98,3039037,130.544
"India","IN","2013-01-13",2560.89,1793.58,3006482,129.775
"India","IN","2013-01-14",2570.55,1799.14,2992186,128.937
"India","IN","2013-01-15",2577.09,1802.57,3004116,128.178
"India","IN","2013-01-16",2579.52,1802.08,3002486,127.37
"India","IN","2013-01-17",2584.14,1807.91,2997740,126.572
"India","IN","2013-01-18",2588.94,1814.14,2997717,125.92
"India","IN","2013-01-19",2583.67,1811.29,2998410,124.879
"India","IN","2013-01-20",2589.92,1816.58,2978221,123.99
"India","IN","2013-01-21",2604.02,1825.33,2987264,123.144
"India","IN","2013-01-22",2615.16,1835.62,3013164,122.423
"India","IN","2013-01-23",2625.05,1843.95,3022552,121.558
"India","IN","2013-01-24",2632.97,1849.11,3041565,120.921
"India","IN","2013-01-25",2629.46,1847.35,3037571,120.112
"India","IN","2013-01-26",2624.93,1843.77,3013031,119.294
"India","IN","2013-01-27",2630.44,1845.3,2987981,118.258
"India","IN","2013-01-28",2643.39,1851.68,3006483,117.079
"India","IN","2013-01-29",2654.99,1857.54,3035223,116.156
"India","IN","2013-01-30",2660.6,1860.05,3051420,115.454
"India","IN","2013-01-31",2662.18,1860.97,3068686,114.895
"India","IN","2013-02-01",2662.66,1864.51,3085690,114.154
"India","IN","2013-02-02",2660.5,1862.56,3084265,113.435
"India","IN","2013-02-03",2664.58,1865.66,3059859,112.756
"India","IN","2013-02-04",2684.98,1879.65,3067717,112.329
"India","IN","2013-02-05",2695.59,1885.81,3100777,112.369
"India","IN","2013-02-06",2702.21,1888.87,3112380,112.428
"India","IN","2013-02-07",2706.77,1892.17,3110813,112.814
"India","IN","2013-02-08",2706.82,1891.57,3110229,113.01
"India","IN","2013-02-09",2699.29,1886.12,3096788,112.917
"India","IN","2013-02-10",2702.29,1887.91,3076073,112.825
"India","IN","2013-02-11",2719.77,1902.49,3092790,113.198
"India","IN","2013-02-12",2731.81,1911.31,3124395,113.646
"India","IN","2013-02-13",2741.04,1917.9,3143319,114.119
"India","IN","2013-02-14",2748.56,1922.88,3144069,114.452
"India","IN","2013-02-15",2748.22,1922.24,3141974,114.364
"India","IN","2013-02-16",2739.36,1913.88,3133686,114.181
"India","IN","2013-02-17",2737.73,1910.48,3105388,113.843
"India","IN","2013-02-18",2752.01,1921.43,3104760,113.978
"India","IN","2013-02-19",2752,1922.4,3136657,114.155
"India","IN","2013-02-20",2745.27,1920.44,3153995,114.357
"India","IN","2013-02-21",2740.75,1917.52,3163566,114.874
"India","IN","2013-02-22",2735,1916.34,3168434,114.877
"India","IN","2013-02-23",2726.53,1909.01,3160780,114.99
"India","IN","2013-02-24",2729.26,1911.91,3141754,115.14
"India","IN","2013-02-25",2737.52,1918.29,3171934,115.253
"India","IN","2013-02-26",2738.89,1920.08,3208175,115.401
"India","IN","2013-02-27",2737.94,1921.81,3212825,115.589
"India","IN","2013-02-28",2739.49,1928.29,3234613,115.687
"India","IN","2013-03-01",2743.51,1932,3229293,115.738
"India","IN","2013-03-02",2739.16,1927.58,3229735,115.453
"India","IN","2013-03-03",2738.99,1923.3,3192636,115.315
"India","IN","2013-03-04",2749.99,1929.15,3194882,115.23
"India","IN","2013-03-05",2753.64,1930.6,3223962,115.246
"India","IN","2013-03-06",2750.41,1927.33,3229414,115.17
"India","IN","2013-03-07",2751.46,1923.72,3235078,114.827
"India","IN","2013-03-08",2749.39,1918.13,3237173,114.447
"India","IN","2013-03-09",2737.37,1905.38,3233983,113.888
"India","IN","2013-03-10",2733.31,1897.94,3206287,113.476
"India","IN","2013-03-11",2752.87,1906.65,3217910,113.383
"India","IN","2013-03-12",2762.41,1911.77,3245836,113.353
"India","IN","2013-03-13",2760.42,1909.26,3250096,113.496
"India","IN","2013-03-14",2762.41,1908.61,3258418,113.275
"India","IN","2013-03-15",2759.19,1903.5,3267564,113.051
"India","IN","2013-03-16",2749.21,1894.68,3277697,112.792
"India","IN","2013-03-17",2748.4,1894.06,3262002,112.751
"India","IN","2013-03-18",2764.45,1902.9,3276079,112.934
"India","IN","2013-03-19",2773.31,1906.62,3308194,113.132
"India","IN","2013-03-20",2773.99,1902.24,3318052,113.173
"India","IN","2013-03-21",2781.59,1907.13,3321909,113.136
"India","IN","2013-03-22",2791.37,1911.46,3318962,113.004
"India","IN","2013-03-23",2789.76,1903.28,3313005,112.465
"India","IN","2013-03-24",2796.29,1901.23,3286852,112.302
"India","IN","2013-03-25",2814.39,1911.42,3297535,112.136
"India","IN","2013-03-26",2822.41,1913.55,3317944,112.103
"India","IN","2013-03-27",2837.8,1924.26,3317453,112.048
"India","IN","2013-03-28",2849.42,1924.85,3332735,111.922
"India","IN","2013-03-29",2854.14,1919.15,3339052,111.702
"India","IN","2013-03-30",2848.18,1902.13,3318566,111.49
"India","IN","2013-03-31",2849.17,1899.63,3313905,111.279
"India","IN","2013-04-01",2874.25,1919.1,3329583,111.497
"India","IN","2013-04-02",2889.04,1928.13,3362301,111.725
"India","IN","2013-04-03",2900.2,1934.47,3369352,112.116
"India","IN","2013-04-04",2912.07,1940.25,3368954,112.171
"India","IN","2013-04-05",2920.57,1945.33,3366508,112.067
"India","IN","2013-04-06",2919.58,1945.52,3353087,111.871
"India","IN","2013-04-07",2922.31,1949.73,3319186,111.635
"India","IN","2013-04-08",2943.73,1967.11,3324462,111.544
"India","IN","2013-04-09",2959.21,1980.47,3349886,111.456
"India","IN","2013-04-10",2961.93,1983.71,3346520,111.295
"India","IN","2013-04-11",2961.56,1981.22,3331688,111.234
"India","IN","2013-04-12",2966.47,1983.78,3320353,110.793
"India","IN","2013-04-13",2963.89,1981.12,3296815,110.514
"India","IN","2013-04-14",2965.81,1984.03,3258244,110.165
"India","IN","2013-04-15",2984.76,1999.19,3250984,110.09
"India","IN","2013-04-16",2998.61,2009.85,3268782,110.16
"India","IN","2013-04-17",3005.21,2015.29,3259447,110.09
"India","IN","2013-04-18",3012.2,2022.06,3247405,110.371
"India","IN","2013-04-19",3018.68,2027.53,3232871,110.259
"India","IN","2013-04-20",3015.45,2021.23,3207296,110.067
"India","IN","2013-04-21",3014.95,2019.83,3160234,109.916
"India","IN","2013-04-22",3032.59,2034.21,3151743,109.826
"India","IN","2013-04-23",3039.3,2041.13,3169058,109.845
"India","IN","2013-04-24",3044.1,2046.87,3155060,109.639
"India","IN","2013-04-25",3051.95,2051.07,3156109,109.439
"India","IN","2013-04-26",3046.17,2042.59,3149325,109.224
"India","IN","2013-04-27",3037.37,2040.51,3112407,109.007
"India","IN","2013-04-28",3040.67,2049.03,3066176,108.821
"India","IN","2013-04-29",3060.1,2071.37,3053197,108.786
"India","IN","2013-04-30",3068.23,2082.63,3063076,108.784
"India","IN","2013-05-01",3067.82,2082.74,3035567,108.451
"India","IN","2013-05-02",3071.74,2086.78,3019472,108.316
"India","IN","2013-05-03",3071.55,2086.21,3002460,107.897
"India","IN","2013-05-04",3063.61,2078.68,2979026,107.61
"India","IN","2013-05-05",3059.01,2073.44,2938288,107.489
"India","IN","2013-05-06",3071.95,2082.96,2930384,107.86
"India","IN","2013-05-07",3080.73,2089.21,2949904,108.082
"India","IN","2013-05-08",3080.57,2088.16,2948834,108.475
"India","IN","2013-05-09",3078.77,2085.91,2945295,108.907
"India","IN","2013-05-10",3074.78,2083.36,2938181,109.076
"India","IN","2013-05-11",3068.61,2078.87,2925981,108.978
"India","IN","2013-05-12",3066.68,2076.84,2891736,108.803
"India","IN","2013-05-13",3075.72,2083.31,2900301,108.99
"India","IN","2013-05-14",3082.02,2087.07,2934978,109.283
"India","IN","2013-05-15",3075.44,2079.56,2949467,109.459
"India","IN","2013-05-16",3070.57,2074.45,2957390,109.825
"India","IN","2013-05-17",3067.58,2068.52,2957635,109.723
"India","IN","2013-05-18",3056.79,2054.85,2945857,109.046
"India","IN","2013-05-19",3054.31,2050.53,2915339,108.741
"India","IN","2013-05-20",3068.67,2058.52,2916591,108.712
"India","IN","2013-05-21",3079.35,2065.15,2941231,108.743
"India","IN","2013-05-22",3086.42,2067.61,2933051,108.747
"India","IN","2013-05-23",3093.93,2067.12,2925246,108.879
"India","IN","2013-05-24",3092.09,2061.25,2923662,109.143
"India","IN","2013-05-25",3086.41,2055.59,2905529,109.118
"India","IN","2013-05-26",3086.14,2053.73,2871929,109.082
"India","IN","2013-05-27",3103.37,2064.38,2872608,109.239
"India","IN","2013-05-28",3112.58,2066.58,2893749,109.428
"India","IN","2013-05-29",3114.25,2061.26,2893758,109.511
"India","IN","2013-05-30",3113.97,2050.08,2882790,109.507
"India","IN","2013-05-31",3116.84,2044.12,2884260,109.881
"India","IN","2013-06-01",3110.77,2035.68,2878346,109.756
"India","IN","2013-06-02",3109.24,2030.66,2848998,109.532
"India","IN","2013-06-03",3126.87,2042.04,2857013,109.566
"India","IN","2013-06-04",3137.56,2048.67,2887640,109.559
"India","IN","2013-06-05",3140.39,2043.95,2889382,109.225
"India","IN","2013-06-06",3143.54,2040.51,2888969,109.103
"India","IN","2013-06-07",3145.5,2035.02,2881642,108.727
"India","IN","2013-06-08",3138.62,2024.41,2871697,108.161
"India","IN","2013-06-09",3143.29,2024.93,2842713,107.752
"India","IN","2013-06-10",3164.58,2039.7,2853180,107.743
"India","IN","2013-06-11",3179.71,2047.57,2881732,107.704
"India","IN","2013-06-12",3186.58,2048.33,2888161,107.478
"India","IN","2013-06-13",3191.09,2046.58,2884791,107.247
"India","IN","2013-06-14",3195.09,2045.1,2875914,106.93
"India","IN","2013-06-15",3190.3,2035.76,2860444,106.251
"India","IN","2013-06-16",3189.67,2034.88,2834254,106.032
"India","IN","2013-06-17",3207.04,2048.24,2849463,106.052
"India","IN","2013-06-18",3212.46,2052.64,2888100,106.23
"India","IN","2013-06-19",3210.11,2049.36,2901935,106.296
"India","IN","2013-06-20",3209.63,2045.65,2914734,106.373
"India","IN","2013-06-21",3198.85,2035.78,2935070,106.382
"India","IN","2013-06-22",3189.11,2029.18,2941163,106.266
"India","IN","2013-06-23",3194.97,2034.41,2925129,105.998
"India","IN","2013-06-24",3209.25,2045.34,2946058,106.436
"India","IN","2013-06-25",3217.77,2052.68,2991878,106.428
"India","IN","2013-06-26",3216.39,2050.98,3015573,106.989
"India","IN","2013-06-27",3217.4,2053.36,3036901,106.988
"India","IN","2013-06-28",3211.81,2049.57,3050813,106.977
"India","IN","2013-06-29",3200.02,2040.13,3062117,106.84
"India","IN","2013-06-30",3190.42,2032.92,3058958,106.327
"India","IN","2013-07-01",3202.64,2042.71,3088988,106.428
"India","IN","2013-07-02",3203.84,2045.53,3140813,106.6
"India","IN","2013-07-03",3198,2040.77,3157126,106.623
"India","IN","2013-07-04",3197.85,2038.99,3171892,106.647
"India","IN","2013-07-05",3193.48,2037.85,3189676,106.686
"India","IN","2013-07-06",3178.99,2025.53,3196395,106.507
"India","IN","2013-07-07",3173.05,2023.28,3179446,106.32
"India","IN","2013-07-08",3186.59,2036.01,3198153,106.451
"India","IN","2013-07-09",3196.61,2044.59,3242455,106.545
"India","IN","2013-07-10",3200.97,2047.84,3264230,106.434
"India","IN","2013-07-11",3209.4,2053.92,3282071,106.416
"India","IN","2013-07-12",3217.87,2064.42,3291570,106.34
"India","IN","2013-07-13",3213.44,2064.03,3292164,106.112
"India","IN","2013-07-14",3220.09,2070.56,3269291,105.839
"India","IN","2013-07-15",3247.36,2092.78,3279681,105.842
"India","IN","2013-07-16",3262.14,2105.28,3319276,105.804
"India","IN","2013-07-17",3269.55,2111.49,3336134,105.669
"India","IN","2013-07-18",3281.04,2115.9,3354458,105.401
"India","IN","2013-07-19",3282.09,2120.23,3366450,105.199
"India","IN","2013-07-20",3273.96,2116,3370776,104.858
"India","IN","2013-07-21",3278.15,2121.65,3349327,104.471
"India","IN","2013-07-22",3298.83,2139.45,3364189,104.379
"India","IN","2013-07-23",3330.14,2168.05,3401314,105.18
"India","IN","2013-07-24",3332.41,2170.68,3414454,105.585
"India","IN","2013-07-25",3334.09,2171.07,3420503,106.307
"India","IN","2013-07-26",3334.22,2170.22,3424405,106.409
"India","IN","2013-07-27",3324.14,2161.6,3416709,106.813
"India","IN","2013-07-28",3327.83,2164.35,3392100,107.027
"India","IN","2013-07-29",3350.15,2182.29,3397360,107.72
"India","IN","2013-07-30",3365.08,2195.36,3412992,108.428
"India","IN","2013-07-31",3367.76,2199.01,3410730,108.808
"India","IN","2013-08-01",3381.48,2218.14,3414616,109.352
"India","IN","2013-08-02",3388.01,2229.25,3416180,109.846
"India","IN","2013-08-03",3381.71,2229.8,3407167,110.176
"India","IN","2013-08-04",3389.05,2238.17,3375635,110.266
"India","IN","2013-08-05",3419.6,2265.7,3381644,110.837
"India","IN","2013-08-06",3441.51,2286.83,3412558,111.583
"India","IN","2013-08-07",3451.2,2298.19,3411423,112.219
"India","IN","2013-08-08",3451.85,2300.24,3405918,112.901
"India","IN","2013-08-09",3442.17,2296.71,3393880,113.436
"India","IN","2013-08-10",3422.5,2285.34,3379766,113.774
"India","IN","2013-08-11",3417.14,2277.93,3344727,114.124
"India","IN","2013-08-12",3434.58,2290.2,3346749,114.89
"India","IN","2013-08-13",3440.54,2297.37,3376079,115.701
"India","IN","2013-08-14",3424.62,2289.98,3377278,116.404
"India","IN","2013-08-15",3413.55,2287.57,3355870,117.093
"India","IN","2013-08-16",3405.18,2284.17,3345411,117.922
"India","IN","2013-08-17",3392.11,2279.11,3319657,118.693
"India","IN","2013-08-18",3394.58,2281.8,3281101,119.293
"India","IN","2013-08-19",3415.45,2299.45,3269880,120.227
"India","IN","2013-08-20",3428.49,2310.85,3276260,121.096
"India","IN","2013-08-21",3426.98,2312.21,3266908,121.898
"India","IN","2013-08-22",3402.27,2292.95,3263965,122.062
"India","IN","2013-08-23",3402.04,2298.9,3262676,122.15
"India","IN","2013-08-24",3388.51,2291.44,3252999,122.127
"India","IN","2013-08-25",3388,2296.21,3222206,121.836
"India","IN","2013-08-26",3410.07,2316.25,3224794,122.013
"India","IN","2013-08-27",3418.53,2326.44,3251262,122.303
"India","IN","2013-08-28",3415.31,2325.8,3247322,122.292
"India","IN","2013-08-29",3411.5,2323.62,3238265,122.487
"India","IN","2013-08-30",3403.27,2316.17,3222885,122.867
"India","IN","2013-08-31",3385.58,2296.47,3216596,122.758
"India","IN","2013-09-01",3387.45,2303.46,3195884,122.668
"India","IN","2013-09-02",3414.42,2327.21,3203512,123.001
"India","IN","2013-09-03",3426.28,2336.93,3242370,123.466
"India","IN","2013-09-04",3429.32,2340.79,3248221,123.656
"India","IN","2013-09-05",3429.9,2340.34,3253878,123.752
"India","IN","2013-09-06",3425.54,2334.08,3255889,123.849
"India","IN","2013-09-07",3415.27,2324.7,3253395,123.7
"India","IN","2013-09-08",3415.96,2323.33,3225750,123.736
"India","IN","2013-09-09",3431.22,2333.32,3216361,124.034
"India","IN","2013-09-10",3441.43,2342.9,3246910,124.268
"India","IN","2013-09-11",3443.77,2343.75,3254045,124.081
"India","IN","2013-09-12",3449.62,2344.47,3259223,123.949
"India","IN","2013-09-13",3460.41,2350.46,3261347,110.095
"India","IN","2013-09-14",3462.63,2346.04,3262687,110.228
"India","IN","2013-09-15",3469.02,2350.85,3227334,110.277
"India","IN","2013-09-16",3490.63,2369.27,3225686,110.635
"India","IN","2013-09-17",3505.01,2380.29,3248690,110.986
"India","IN","2013-09-18",3506.13,2378.56,3252780,111.321
"India","IN","2013-09-19",3507.66,2379.43,3271471,111.778
"India","IN","2013-09-20",3505.39,2376.31,3278838,112.188
"India","IN","2013-09-21",3494.72,2364.37,3272478,112.109
"India","IN","2013-09-22",3492.05,2359.81,3242234,112.027
"India","IN","2013-09-23",3515.36,2381.7,3243595,112.317
"India","IN","2013-09-24",3530.65,2396.47,3270733,112.681
"India","IN","2013-09-25",3539.74,2400.78,3286500,112.675
"India","IN","2013-09-26",3554.37,2401.38,3306445,112.661
"India","IN","2013-09-27",3557.92,2403.72,3311671,112.936
"India","IN","2013-09-28",3546.17,2394.71,3310338,112.953
"India","IN","2013-09-29",3548.69,2397.62,3287365,112.887
"India","IN","2013-09-30",3576.34,2422.06,3288863,113.205
"India","IN","2013-10-01",3593.11,2439.57,3320032,112.745
"India","IN","2013-10-02",3626.57,2494.63,3339419,111.662
"India","IN","2013-10-03",3628.71,2502.18,3334146,111.015
"India","IN","2013-10-04",3623.79,2501.06,3331495,110.321
"India","IN","2013-10-05",3612.99,2492.96,3319450,109.573
"India","IN","2013-10-06",3616.52,2499.08,3290045,108.811
"India","IN","2013-10-07",3645.68,2528,3288359,108.45
"India","IN","2013-10-08",3670.62,2551.78,3317869,108.224
"India","IN","2013-10-09",3684.35,2567.98,3338418,107.786
"India","IN","2013-10-10",3691.57,2576.1,3335323,107.293
"India","IN","2013-10-11",3693.42,2575.91,3319113,106.93
"India","IN","2013-10-12",3686.76,2571.01,3285818,106.415
"India","IN","2013-10-13",3684.77,2569.85,3240171,106.031
"India","IN","2013-10-14",3695.96,2578.79,3229312,105.99
"India","IN","2013-10-15",3699.32,2580.9,3252535,106.052
"India","IN","2013-10-16",3698.15,2580.1,3242978,105.822
"India","IN","2013-10-17",3698.85,2578.9,3240863,105.69
"India","IN","2013-10-18",3704.85,2584.21,3229973,105.351
"India","IN","2013-10-19",3701.08,2579.88,3202283,104.762
"India","IN","2013-10-20",3705.7,2582.77,3159988,104.217
"India","IN","2013-10-21",3734.17,2606.58,3151398,104.235
"India","IN","2013-10-22",3751.83,2618.42,3164640,104.358
"India","IN","2013-10-23",3763.49,2626.11,3158348,104.196
"India","IN","2013-10-24",3769.73,2627.04,3146489,104.009
"India","IN","2013-10-25",3767.14,2625.65,3126803,103.919
"India","IN","2013-10-26",3754.91,2625.9,3091319,103.536
"India","IN","2013-10-27",3760.53,2630.7,3054464,103.045
"India","IN","2013-10-28",3791.01,2652.55,3055017,102.908
"India","IN","2013-10-29",3810.87,2665.97,3075878,102.977
"India","IN","2013-10-30",3815.09,2663.87,3058496,102.705
"India","IN","2013-10-31",3816.42,2651.93,3033528,102.742
"India","IN","2013-11-01",3784.74,2594.12,2985411,103.133
"India","IN","2013-11-02",3779.62,2582.19,2933734,102.967
"India","IN","2013-11-03",3781.74,2578.94,2876783,102.917
"India","IN","2013-11-04",3803.07,2592.52,2845036,102.862
"India","IN","2013-11-05",3823.05,2603.67,2848164,102.896
"India","IN","2013-11-06",3833,2605.62,2835772,102.748
"India","IN","2013-11-07",3843.39,2609.04,2826600,102.579
"India","IN","2013-11-08",3848.38,2606.59,2809302,102.274
"India","IN","2013-11-09",3844.16,2602.6,2787846,101.893
"India","IN","2013-11-10",3849.63,2610.12,2768232,101.635
"India","IN","2013-11-11",3878.92,2632.73,2785167,101.618
"India","IN","2013-11-12",3900.46,2650.23,2822733,101.634
"India","IN","2013-11-13",3921.05,2668.23,2836468,101.547
"India","IN","2013-11-14",3935.34,2677.82,2832871,101.321
"India","IN","2013-11-15",3944.95,2681.89,2834721,101.124
"India","IN","2013-11-16",3940.87,2677.67,2820063,100.684
"India","IN","2013-11-17",3943.84,2682.51,2797466,100.413
"India","IN","2013-11-18",3983.25,2718.82,2806149,100.286
"India","IN","2013-11-19",4041.37,2777.74,2837905,100.212
"India","IN","2013-11-20",4078.94,2817.46,2842704,99.9227
"India","IN","2013-11-21",4107.31,2845.52,2842898,99.6819
"India","IN","2013-11-22",4120.43,2857.18,2840200,99.3076
"India","IN","2013-11-23",4127.27,2867.56,2830715,98.8251
"India","IN","2013-11-24",4146.25,2887.29,2799549,98.4662
"India","IN","2013-11-25",4176.15,2908.69,2803479,98.4383
"India","IN","2013-11-26",4194.73,2920.99,2831841,98.3742
"India","IN","2013-11-27",4202.74,2923.83,2828804,98.1448
"India","IN","2013-11-28",4209.31,2925.61,2819940,97.8967
"India","IN","2013-11-29",4206.65,2919.29,2815637,97.607
"India","IN","2013-11-30",4196.21,2911.84,2812077,97.1996
"India","IN","2013-12-01",4197.65,2909.04,2825486,96.7991
"India","IN","2013-12-02",4212.93,2918.97,2868910,96.6292
"India","IN","2013-12-03",4216.73,2921.06,2919106,96.5786
"India","IN","2013-12-04",4219.32,2922.45,2952226,96.5673
"India","IN","2013-12-05",4218.21,2919.66,2972985,96.5226
"India","IN","2013-12-06",4210.7,2910.12,2979478,96.3587
"India","IN","2013-12-07",4193.22,2894.6,2967647,96.1686
"India","IN","2013-12-08",4194.59,2895.64,2944886,96.0839
"India","IN","2013-12-09",4210.38,2903.78,2958638,96.1767
"India","IN","2013-12-10",4218.02,2907.26,2984115,96.3061
"India","IN","2013-12-11",4215.85,2904.73,2991432,96.3429
"India","IN","2013-12-12",4215.84,2903.84,2999566,96.3858
"India","IN","2013-12-13",4211.04,2898.61,3004981,96.3002
"India","IN","2013-12-14",4200.64,2889.57,3001062,96.1606
"India","IN","2013-12-15",4200.42,2893.58,2984920,96.0603
"India","IN","2013-12-16",4219.1,2907.98,3001080,96.2436
"India","IN","2013-12-17",4225.03,2907.48,3036460,96.4236
"India","IN","2013-12-18",4206.83,2888.52,3036213,96.5208
