country,country_code,date,download_kbps,upload_kbps,total_tests,distance_miles
"India","IN","2013-12-19",4166.72,2841.44,3044728,96.6292
"India","IN","2013-12-20",4125.47,2795.8,3050051,96.7104
"India","IN","2013-12-21",4086.84,2758.38,3043714,96.6021
"India","IN","2013-12-22",4069.07,2740.35,3026374,96.5482
"India","IN","2013-12-23",4069.14,2732.92,3045368,96.831
"India","IN","2013-12-24",4052.83,2716.56,3074621,96.9953
"India","IN","2013-12-25",4033.39,2699.7,3072645,96.9051
"India","IN","2013-12-26",4024.34,2689.67,3079169,97.0406
"India","IN","2013-12-27",4063.74,2719.84,3086303,97.0061
"India","IN","2013-12-28",4047.65,2706.79,3085142,96.8053
"India","IN","2013-12-29",4043.01,2705.85,3067116,96.827
"India","IN","2013-12-30",4053.58,2709.26,3076774,97.0441
"India","IN","2013-12-31",4053.19,2709.35,3076580,97.2897
"India","IN","2014-01-01",4060.95,2725.87,3073147,97.3549
"India","IN","2014-01-02",4084.68,2752.26,3092470,97.4737
"India","IN","2014-01-03",4089.76,2764.14,3111364,97.4429
"India","IN","2014-01-04",4082.92,2764.83,3114503,97.1864
"India","IN","2014-01-05",4085.44,2772.78,3103239,97.0858
"India","IN","2014-01-06",4112.96,2797.19,3132986,97.0932
"India","IN","2014-01-07",4130.48,2813.11,3187702,97.1448
"India","IN","2014-01-08",4142.73,2827.01,3221102,97.0755
"India","IN","2014-01-09",4151.57,2838.42,3249260,97.0668
"India","IN","2014-01-10",4150.41,2838.95,3267271,96.8422
"India","IN","2014-01-11",4141.64,2832.66,3251829,96.5233
"India","IN","2014-01-12",4140.83,2832.99,3232577,96.2801
"India","IN","2014-01-13",4155.43,2846.78,3244532,96.194
"India","IN","2014-01-14",4160.47,2847.71,3262530,96.0325
"India","IN","2014-01-15",4160.6,2849.6,3264160,95.8397
"India","IN","2014-01-16",4161.59,2857.05,3271362,95.6867
"India","IN","2014-01-17",4160.85,2856.7,3299237,95.5177
"India","IN","2014-01-18",4153.29,2850.5,3302304,95.149
"India","IN","2014-01-19",4164.66,2861.04,3288304,94.8584
"India","IN","2014-01-20",4192.44,2884.06,3312010,94.9073
"India","IN","2014-01-21",4212.09,2901.05,3344451,95.0657
"India","IN","2014-01-22",4222.26,2914.7,3348091,95.13
"India","IN","2014-01-23",4248.08,2939.2,3359678,95.2339
"India","IN","2014-01-24",4259.7,2951.54,3377488,95.261
"India","IN","2014-01-25",4250.53,2948.33,3367317,94.9836
"India","IN","2014-01-26",4214.44,2923.17,3341724,94.8302
"India","IN","2014-01-27",4236.92,2944.34,3359593,95.0218
"India","IN","2014-01-28",4251.04,2958.98,3395884,95.1158
"India","IN","2014-01-29",4263.4,2973.78,3408155,95.1477
"India","IN","2014-01-30",4268.33,2978.47,3432574,95.2083
"India","IN","2014-01-31",4265.99,2972.06,3459790,95.235
"India","IN","2014-02-01",4243.93,2952.58,3447904,95.1814
"India","IN","2014-02-02",4242.53,2949.56,3411834,95.0633
"India","IN","2014-02-03",4265.93,2968.18,3423409,95.3403
"India","IN","2014-02-04",4277.42,2975.94,3456463,95.5218
"India","IN","2014-02-05",4279.04,2976.82,3469793,95.5762
"India","IN","2014-02-06",4280.65,2980.03,3467614,95.6932
"India","IN","2014-02-07",4274.95,2974.97,3455797,95.7411
"India","IN","2014-02-08",4258.91,2959.4,3426756,95.6182
"India","IN","2014-02-09",4260.25,2962.1,3396003,95.643
"India","IN","2014-02-10",4277.99,2974.09,3431615,95.8297
"India","IN","2014-02-11",4300.44,2995.11,3473947,96.0639
"India","IN","2014-02-12",4312.2,3005.66,3492705,96.2683
"India","IN","2014-02-13",4323.42,3015.02,3508336,96.6221
"India","IN","2014-02-14",4326,3015.82,3516040,96.6972
"India","IN","2014-02-15",4320.13,3006.97,3505499,96.6037
"India","IN","2014-02-16",4330.41,3017.6,3469704,96.4979
"India","IN","2014-02-17",4354.15,3040.42,3473475,96.8037
"India","IN","2014-02-18",4362.77,3045.59,3507474,97.0328
"India","IN","2014-02-19",4362.76,3045.84,3515970,97.1537
"India","IN","2014-02-20",4366.74,3051.55,3524364,97.1746
"India","IN","2014-02-21",4365.36,3045.46,3528590,97.0451
"India","IN","2014-02-22",4343.21,3022.84,3518069,96.8456
"India","IN","2014-02-23",4350.35,3027.9,3490043,96.8597
"India","IN","2014-02-24",4378.18,3052.63,3511542,97.0633
"India","IN","2014-02-25",4390.63,3061.31,3555215,97.0838
"India","IN","2014-02-26",4393.3,3060.13,3563258,96.9958
"India","IN","2014-02-27",4398.75,3058.94,3562191,96.9204
"India","IN","2014-02-28",4400,3057.19,3574698,96.6834
"India","IN","2014-03-01",4396.64,3052.15,3569792,96.4328
"India","IN","2014-03-02",4398.15,3049.24,3529740,96.213
"India","IN","2014-03-03",4424.2,3063.71,3545007,96.0433
"India","IN","2014-03-04",4434.67,3064.08,3585533,96.0821
"India","IN","2014-03-05",4431.46,3053.48,3599560,95.877
"India","IN","2014-03-06",4436.54,3050.12,3608624,95.7676
"India","IN","2014-03-07",4433.26,3041.7,3601735,95.4245
"India","IN","2014-03-08",4421.6,3022.66,3582186,94.854
"India","IN","2014-03-09",4422.13,3019.46,3542830,94.4815
"India","IN","2014-03-10",4443.25,3033.07,3566433,94.2875
"India","IN","2014-03-11",4458.58,3040.72,3609869,93.9862
"India","IN","2014-03-12",4464.62,3040.47,3621551,93.5223
"India","IN","2014-03-13",4462.71,3033.32,3627908,93.2376
"India","IN","2014-03-14",4463.19,3030.73,3633044,92.8365
"India","IN","2014-03-15",4447.72,3015.75,3628382,92.2887
"India","IN","2014-03-16",4447.56,3014.38,3588439,91.8739
"India","IN","2014-03-17",4467.95,3031.86,3565738,91.7358
"India","IN","2014-03-18",4478.09,3037.38,3594426,91.6295
"India","IN","2014-03-19",4477.1,3035.56,3599289,91.2611
"India","IN","2014-03-20",4483.27,3043.81,3595210,91.0314
"India","IN","2014-03-21",4483.04,3041.45,3587186,90.6058
"India","IN","2014-03-22",4463.04,3021.41,3573961,90.1163
"India","IN","2014-03-23",4449.35,3016.91,3544089,91.6386
"India","IN","2014-03-24",4473.04,3036.98,3560218,92.2761
"India","IN","2014-03-25",4481.53,3040.39,3599324,91.9695
"India","IN","2014-03-26",4484.64,3038.38,3605740,91.5462
"India","IN","2014-03-27",4492.34,3043.5,3603053,91.382
"India","IN","2014-03-28",4495.99,3047.09,3596085,90.9675
"India","IN","2014-03-29",4489.09,3038.59,3586275,90.577
"India","IN","2014-03-30",4486.4,3030.67,3535665,90.2459
"India","IN","2014-03-31",4508.05,3044.14,3536777,90.0401
"India","IN","2014-04-01",4527.31,3062.29,3576580,89.9805
"India","IN","2014-04-02",4534.69,3067.28,3574470,89.7327
"India","IN","2014-04-03",4548.21,3080.36,3566413,89.4643
"India","IN","2014-04-04",4557.88,3089.09,3542899,90.7617
"India","IN","2014-04-05",4551.89,3083.61,3516770,90.2641
"India","IN","2014-04-06",4559.23,3092.48,3473746,90.0443
"India","IN","2014-04-07",4583.43,3114.9,3478687,90.2395
"India","IN","2014-04-08",4596.36,3124.8,3507434,90.3348
"India","IN","2014-04-09",4606.99,3133.92,3493381,90.2037
"India","IN","2014-04-10",4610.29,3139.66,3472613,90.3007
"India","IN","2014-04-11",4613.24,3140.95,3450499,90.2321
"India","IN","2014-04-12",4607.7,3130.31,3418210,91.531
"India","IN","2014-04-13",4606.49,3126.22,3370863,91.2266
"India","IN","2014-04-14",4636,3149.69,3366908,91.1242
"India","IN","2014-04-15",4659.13,3167.05,3400600,91.1415
"India","IN","2014-04-16",4669.32,3169.93,3425575,91.0264
"India","IN","2014-04-17",4671.41,3166.96,3410045,90.8914
"India","IN","2014-04-18",4675.47,3165,3382714,90.4792
"India","IN","2014-04-19",4671.13,3151.97,3350211,90.0714
"India","IN","2014-04-20",4685.81,3160.35,3304036,89.7616
"India","IN","2014-04-21",4725.14,3188.42,3294201,89.6829
"India","IN","2014-04-22",4758.47,3209.56,3312046,89.6881
"India","IN","2014-04-23",4773.73,3217.16,3293578,89.6236
"India","IN","2014-04-24",4787.27,3227.3,3264547,89.6801
"India","IN","2014-04-25",4793.86,3224.86,3244455,89.4636
"India","IN","2014-04-26",4789.16,3209.64,3220133,89.1386
"India","IN","2014-04-27",4800.52,3209.53,3182082,88.9937
"India","IN","2014-04-28",4834.69,3234.11,3186190,89.0022
"India","IN","2014-04-29",4858.95,3249.05,3214329,88.9928
"India","IN","2014-04-30",4873.37,3256.77,3206555,88.8264
"India","IN","2014-05-01",4876.62,3252.54,3176783,88.6302
"India","IN","2014-05-02",4886.3,3254.16,3150410,88.3707
"India","IN","2014-05-03",4877.15,3236.31,3122327,88.0136
"India","IN","2014-05-04",4877.87,3230.43,3085695,87.815
"India","IN","2014-05-05",4914.74,3258.26,3089030,87.9824
"India","IN","2014-05-06",4939.43,3270.25,3115047,88.0618
"India","IN","2014-05-07",4958.47,3281.87,3115784,87.9241
"India","IN","2014-05-08",4977.97,3293.94,3110154,87.7246
"India","IN","2014-05-09",4985.83,3295.25,3101091,87.4265
"India","IN","2014-05-10",4982.29,3282.15,3078154,86.8585
"India","IN","2014-05-11",4988.94,3285.5,3035762,86.5947
"India","IN","2014-05-12",5018.55,3312.16,3034677,86.5599
"India","IN","2014-05-13",5035.98,3324.3,3065838,86.5765
"India","IN","2014-05-14",5039.42,3326.53,3075873,86.3998
"India","IN","2014-05-15",5037.33,3324.7,3087549,86.4754
"India","IN","2014-05-16",5023.88,3322.74,3097659,86.3202
"India","IN","2014-05-17",5023.93,3316.25,3089256,86.0816
"India","IN","2014-05-18",5034.89,3323.69,3068114,86.0258
"India","IN","2014-05-19",5060.98,3346.66,3084469,86.0724
"India","IN","2014-05-20",5071.74,3353.81,3124431,86.1697
"India","IN","2014-05-21",5075.01,3350.68,3136655,86.1752
"India","IN","2014-05-22",5071.25,3344.56,3146043,86.3191
"India","IN","2014-05-23",5070.11,3337.26,3154580,86.2391
"India","IN","2014-05-24",5055.3,3316.22,3154586,85.9425
"India","IN","2014-05-25",5057.16,3318.82,3121948,85.7849
"India","IN","2014-05-26",5077.97,3334.66,3129925,85.8093
"India","IN","2014-05-27",5080.28,3336.05,3165192,85.8106
"India","IN","2014-05-28",5073.14,3329.37,3170221,85.675
"India","IN","2014-05-29",5073.95,3332.14,3177498,85.7334
"India","IN","2014-05-30",5078.68,3331.24,3178136,85.6521
"India","IN","2014-05-31",5076.07,3330.31,3191545,85.3255
"India","IN","2014-06-01",5070.4,3333.01,3184184,85.1572
"India","IN","2014-06-02",5087.95,3359.75,3210816,85.2112
"India","IN","2014-06-03",5106.41,3378.9,3252415,85.4958
"India","IN","2014-06-04",5106.12,3378.31,3262274,85.3008
"India","IN","2014-06-05",5107.47,3376.12,3271073,85.3052
"India","IN","2014-06-06",5099.25,3364.86,3270108,85.1325
"India","IN","2014-06-07",5082.5,3343.45,3262485,84.9342
"India","IN","2014-06-08",5082.02,3340.85,3236495,84.8569
"India","IN","2014-06-09",5107.08,3363.33,3256025,84.9928
"India","IN","2014-06-10",5118.02,3370.32,3297262,85.1077
"India","IN","2014-06-11",5116.98,3363.62,3317141,85.1922
"India","IN","2014-06-12",5126.14,3362.39,3320797,85.3862
"India","IN","2014-06-13",5127.37,3354.72,3319553,85.5343
"India","IN","2014-06-14",5118.85,3335.94,3301299,85.2478
"India","IN","2014-06-15",5132.33,3333.48,3262071,85.1218
"India","IN","2014-06-16",5151.7,3350.89,3283905,85.1597
"India","IN","2014-06-17",5163.04,3359.46,3327537,85.2457
"India","IN","2014-06-18",5164.75,3360.01,3340537,85.2657
"India","IN","2014-06-19",5166.17,3360.25,3352147,85.3587
"India","IN","2014-06-20",5157.18,3351.84,3356475,85.2765
"India","IN","2014-06-21",5135.68,3330.12,3344533,84.9679
"India","IN","2014-06-22",5131.06,3326.98,3315309,84.7974
"India","IN","2014-06-23",5149.55,3346.09,3339570,84.8263
"India","IN","2014-06-24",5157.74,3349.6,3386539,84.908
"India","IN","2014-06-25",5161.65,3357.01,3406113,84.7844
"India","IN","2014-06-26",5169.21,3360.23,3417688,84.8109
"India","IN","2014-06-27",5170.75,3357.15,3423073,84.6996
"India","IN","2014-06-28",5158.12,3340.21,3411944,84.3958
"India","IN","2014-06-29",5153.74,3331.71,3389408,84.2001
"India","IN","2014-06-30",5170.99,3339.41,3404445,84.2935
"India","IN","2014-07-01",5187.55,3345.95,3444357,84.4201
"India","IN","2014-07-02",5194.09,3341.92,3452277,84.4526
"India","IN","2014-07-03",5189.86,3331.55,3458457,84.4297
"India","IN","2014-07-04",5182.54,3318.65,3455768,84.406
"India","IN","2014-07-05",5160.77,3298.49,3449863,84.2442
"India","IN","2014-07-06",5156.61,3295.83,3429030,84.1092
"India","IN","2014-07-07",5178.61,3316.89,3454722,84.1892
"India","IN","2014-07-08",5183.58,3321.39,3507132,84.262
"India","IN","2014-07-09",5175.88,3316.91,3529709,84.3121
"India","IN","2014-07-10",5172.39,3319.94,3549021,84.4629
"India","IN","2014-07-11",5172.04,3323.22,3556936,84.4015
"India","IN","2014-07-12",5149.78,3311.94,3559073,84.0646
"India","IN","2014-07-13",5150.01,3313.99,3539733,83.9408
"India","IN","2014-07-14",5168.08,3335.44,3571276,84.1297
"India","IN","2014-07-15",5175.92,3346.49,3627060,84.2483
"India","IN","2014-07-16",5175.96,3348.64,3645576,84.2577
"India","IN","2014-07-17",5170.03,3342.49,3660790,84.472
"India","IN","2014-07-18",5165.22,3336.45,3669417,84.4205
"India","IN","2014-07-19",5145.67,3321.33,3668060,84.2656
"India","IN","2014-07-20",5152.23,3329.73,3649106,84.1935
"India","IN","2014-07-21",5179.69,3357.26,3673964,84.3799
"India","IN","2014-07-22",5197.01,3373.68,3723064,84.5442
"India","IN","2014-07-23",5207.58,3386.39,3730355,84.6207
"India","IN","2014-07-24",5217.57,3402.48,3737271,84.8003
"India","IN","2014-07-25",5225.38,3414.12,3739549,84.8445
"India","IN","2014-07-26",5223.83,3426.35,3737084,84.6467
"India","IN","2014-07-27",5227.88,3437.99,3710159,84.5151
"India","IN","2014-07-28",5243.06,3462.06,3732267,84.605
"India","IN","2014-07-29",5245.8,3474.32,3767588,84.7309
"India","IN","2014-07-30",5254.75,3481.34,3776408,84.7625
"India","IN","2014-07-31",5266.08,3490.21,3791118,84.8914
"India","IN","2014-08-01",5280.29,3504.95,3808016,84.9101
"India","IN","2014-08-02",5275.63,3506.86,3806396,84.7248
"India","IN","2014-08-03",5281.14,3517.47,3785361,84.6686
"India","IN","2014-08-04",5313.09,3550.38,3805238,84.7232
"India","IN","2014-08-05",5337.94,3569.49,3852321,84.8127
"India","IN","2014-08-06",5345.96,3578.57,3861254,84.8946
"India","IN","2014-08-07",5359.01,3593.26,3866142,85.0045
"India","IN","2014-08-08",5370.85,3598.36,3860581,84.9325
"India","IN","2014-08-09",5368.06,3589.4,3839662,84.7564
"India","IN","2014-08-10",5377.65,3591.15,3796710,84.6892
"India","IN","2014-08-11",5415.37,3615.6,3807243,84.8495
"India","IN","2014-08-12",5437.17,3631.89,3846157,85.0536
"India","IN","2014-08-13",5450.54,3640.74,3844784,85.0229
"India","IN","2014-08-14",5462.06,3647.83,3830700,85.1544
"India","IN","2014-08-15",5462.3,3650.34,3792947,85.0615
"India","IN","2014-08-16",5460.46,3647.48,3768119,84.7588
"India","IN","2014-08-17",5466.47,3653.12,3728469,84.598
"India","IN","2014-08-18",5498.2,3677.8,3729307,84.5795
"India","IN","2014-08-19",5511.87,3687.27,3757941,84.6495
"India","IN","2014-08-20",5517.95,3688.25,3757828,84.578
"India","IN","2014-08-21",5527.31,3694.05,3752801,84.6131
"India","IN","2014-08-22",5525.26,3689.48,3752305,84.4971
"India","IN","2014-08-23",5509.41,3668.95,3744435,84.1511
"India","IN","2014-08-24",5502.44,3657.61,3709014,84.0138
"India","IN","2014-08-25",5519.45,3658.17,3724590,84.0788
"India","IN","2014-08-26",5536.55,3656.8,3781874,84.1056
"India","IN","2014-08-27",5547.86,3660.45,3788212,84.089
"India","IN","2014-08-28",5555.43,3662.58,3785881,84.1991
"India","IN","2014-08-29",5538.48,3646.9,3755356,84.0818
"India","IN","2014-08-30",5511.26,3618.87,3719962,83.7587
"India","IN","2014-08-31",5506.1,3604.41,3679003,83.4958
"India","IN","2014-09-01",5537.99,3621.36,3696717,83.5252
"India","IN","2014-09-02",5556.9,3632.96,3741380,83.6529
"India","IN","2014-09-03",5568.62,3638.06,3756500,83.6108
"India","IN","2014-09-04",5569.59,3634.04,3751656,83.6296
"India","IN","2014-09-05",5575.96,3634.73,3758698,83.3788
"India","IN","2014-09-06",5578.26,3629.64,3760859,82.9758
"India","IN","2014-09-07",5576.51,3626.08,3734928,82.8491
"India","IN","2014-09-08",5615.15,3656.25,3749988,82.8421
"India","IN","2014-09-09",5627.67,3671.25,3804553,82.8465
"India","IN","2014-09-10",5626.47,3671.99,3817960,82.7692
"India","IN","2014-09-11",5633.41,3674.13,3831219,82.6425
"India","IN","2014-09-12",5638.6,3675.52,3839223,82.5607
"India","IN","2014-09-13",5632.63,3658.08,3844656,82.3106
"India","IN","2014-09-14",5641.89,3656.68,3849042,82.2762
"India","IN","2014-09-15",5673.56,3678.31,3877317,82.454
"India","IN","2014-09-16",5691.65,3689.46,3934370,82.7737
"India","IN","2014-09-17",5700.9,3693.57,3960908,82.8605
"India","IN","2014-09-18",5711.87,3702.19,3989824,83.0464
"India","IN","2014-09-19",5703.75,3694.77,4014847,83.174
"India","IN","2014-09-20",5676.65,3670.16,4025676,83.0018
"India","IN","2014-09-21",5678.87,3666.42,4002225,82.8849
"India","IN","2014-09-22",5702.73,3684.83,4018022,83.1111
"India","IN","2014-09-23",5713.73,3690.68,4065606,83.3395
"India","IN","2014-09-24",5710.15,3689.86,4071203,83.4347
"India","IN","2014-09-25",5709.65,3697.69,4063133,83.5682
"India","IN","2014-09-26",5707.14,3689.53,4072576,83.4699
"India","IN","2014-09-27",5688.16,3671.51,4086430,83.194
"India","IN","2014-09-28",5695.94,3675.88,4082177,83.084
